Brand,Model,Price,Currency,Year,Engine Size,Horsepower,Fuel Type,Distance,Color,Body Type,ProdYear,Transmission,Drive Type,New,Seats,Owners,Condition,Market,City
Nissan,Sunny,7800,AZN,2007,1.3 L,87,Benzin,499 490 km,Ağ,Sedan,2007,Mexaniki,Ön,Xeyr,5,,"Vuruğu var, rənglənib",Yaponiya,Bakı
Ford,Edge,32900,AZN,2019,2.0 L,245,Benzin,145 000 km,Qara,"Offroader / SUV, 5 qapı",2019,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənib",Amerika,Bakı
Land,Rover Defender,88000,USD,2020,3.0 L,400,Benzin,33 000 km,Qara,"Offroader / SUV, 5 qapı",2020,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Leapmotor,C16,28900,USD,2025,1.5 L,313,Plug-in Hibrid,0 km,Bənövşəyi,"Offroader / SUV, 5 qapı",2025,Reduktor,Tam,Bəli,6,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Land,Rover Range Rover,187500,USD,2022,3.0 L,350,Dizel,37 000 km,Qara,"Offroader / SUV, 5 qapı",2022,Avtomat,Tam,Xeyr,,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Mercedes,C 300,29800,USD,2019,2.0 L,249,Benzin,73 100 km,Qara,Sedan,2019,Avtomat,Arxa,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",,Bakı
Lexus,LX 470,18500,AZN,2002,4.7 L,234,Benzin,270 000 km,Qara,"Offroader / SUV, 5 qapı",2002,Avtomat,Tam,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Changan,Qiyuan Q05,29500,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Lexus,LX 570,79800,USD,2017,5.7 L,367,Benzin,110 000 km,Qara,"Offroader / SUV, 5 qapı",2017,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Geely,Monjaro,24600,USD,2025,1.5 L,295,Hibrid,0 km,Boz,"Offroader / SUV, 5 qapı",2025,Robot,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Toyota,Land Cruiser,34800,USD,2013,4.0 L,282,Benzin,150 000 km,Ağ,"Offroader / SUV, 5 qapı",2013,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
BYD,Seal 05,23300,AZN,2025,1.5 L,290,Plug-in Hibrid,0 km,Ağ,Sedan,2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
BMW,530,25000,USD,2017,2.0 L,245,Benzin,192 000 km,Göy,Sedan,2017,Avtomat,Arxa,Xeyr,5,0,"Vuruğu yoxdur, rənglənib",Amerika,Gəncə
Nissan,X-Trail,17800,AZN,2010,2.5 L,170,Benzin,203 217 km,Ağ,"Offroader / SUV, 5 qapı",2010,Variator,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mazda,CX-9,18900,AZN,2009,3.7 L,277,Benzin,148 000 km,Göy,"Offroader / SUV, 5 qapı",2009,Avtomat,Tam,Xeyr,7,1,"Vuruğu yoxdur, rənglənməyib",,Bakı
LADA,(VAZ) Niva,12900,AZN,2013,1.7 L,132,Benzin,190 000 km,Ağ,"Offroader / SUV, 3 qapı",2013,Mexaniki,Tam,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rusiya,Ağcabədi
Lynk,& Co 900,84900,AZN,2025,1.5 L,721,Plug-in Hibrid,0 km,Göy,"Offroader / SUV, 5 qapı",2025,Reduktor,Tam,Bəli,6,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Kia,K7,34500,AZN,2016,2.2 L,202,Dizel,178 000 km,Qara,Sedan,2016,Avtomat,Ön,Xeyr,,1,"Vuruğu yoxdur, rənglənməyib",,Bakı
PAZ,32054,10000,AZN,2001,4.3 L,150,Dizel,50 000 km,Ağ,Avtobus,2001,Mexaniki,Arxa,Xeyr,8+,,"Vuruğu yoxdur, rənglənməyib",Digər,Şəmkir
Toyota,RAV4,33500,AZN,2016,2.0 L,180,Benzin,135 500 km,Ağ,"Offroader / SUV, 5 qapı",2016,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Ford,Transit,11800,AZN,1998,2.5 L,76,Dizel,250 000 km,Ağ,Furqon,1998,Mexaniki,Arxa,Xeyr,3,,"Vuruğu yoxdur, rənglənməyib",,Ağstafa
Daewoo,Nexia,3235,AZN,2005,1.5 L,90,Benzin,400 000 km,Ağ,Sedan,2005,Mexaniki,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Changan,Uni-Z,16300,USD,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
BMW,X5,58600,AZN,2017,3.0 L,306,Benzin,129 000 km,Boz,"Offroader / SUV, 5 qapı",2017,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Chevrolet,Equinox,20500,AZN,2019,1.5 L,170,Benzin,100 000 km,Qara,"Offroader / SUV, 5 qapı",2019,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Mitsubishi,Outlander,40000,AZN,2022,1.5 L,164,Hibrid,42 000 km,Ağ,"Offroader / SUV, 5 qapı",2022,Variator,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənib",Çin,Bakı
Volvo,XC90,82900,EUR,2025,2.0 L,455,Hibrid,0 km,Gümüşü,"Offroader / SUV, 5 qapı",2025,Avtomat,Tam,Bəli,7,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Toyota,Land Cruiser Prado,40500,AZN,2012,2.7 L,163,Benzin,159 400 km,Ağ,"Offroader / SUV, 5 qapı",2012,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Changan,Uni-Z,20800,USD,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,,0,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mitsubishi,L200,45500,USD,2025,2.4 L,181,Dizel,0 km,Ağ,"Pikap, ikiqat kabin",2025,Avtomat,Tam,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Porsche,Macan S,31900,USD,2015,3.0 L,360,Benzin,109 000 km,Ağ,"Offroader / SUV, 5 qapı",2015,Robot,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Changan,Qiyuan Q05,31800,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Boz,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,1,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Toyota,Camry,29000,AZN,2013,2.5 L,181,Benzin,107 266 km,Ağ,Sedan,2013,Avtomat,Ön,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Mercedes,Vito 115,33500,AZN,2014,2.2 L,170,Dizel,295 400 km,Qara,Minivan,2014,Avtomat,Arxa,Xeyr,8+,2,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Toyota,RAV4,49900,AZN,2019,2.0 L,146,Benzin,114 000 km,Qara,"Offroader / SUV, 5 qapı",2019,Avtomat,Tam,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Polestar,2,21800,USD,2023,476 a.g. / Elektro,476 a.g. / Elektro,476 a.g. / Elektro,4 800 km,Qara,Liftbek,2023,Reduktor,Tam,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Changan,Uni-Z,19800,USD,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Hyundai,Elantra,12900,AZN,2009,1.6 L,110,Benzin,320 000 km,Qara,Sedan,2009,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Audi,Q7,33800,USD,2018,2.0 L,252,Benzin,94 000 km,Göy,"Offroader / SUV, 5 qapı",2018,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Mercedes,Vito 111,16600,AZN,2007,2.2 L,109,Dizel,264 000 km,Ağ,Furqon,2007,Avtomat,Arxa,Xeyr,3,0,"Vuruğu yoxdur, rənglənib",Avropa,Bakı
Mercedes,C 300,29800,USD,2019,2.0 L,249,Benzin,73 100 km,Qara,Sedan,2019,Avtomat,Arxa,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",,Bakı
Lexus,LX 470,18500,AZN,2002,4.7 L,234,Benzin,270 000 km,Qara,"Offroader / SUV, 5 qapı",2002,Avtomat,Tam,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Changan,Qiyuan Q05,29500,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Lexus,LX 570,79800,USD,2017,5.7 L,367,Benzin,110 000 km,Qara,"Offroader / SUV, 5 qapı",2017,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Geely,Monjaro,24600,USD,2025,1.5 L,295,Hibrid,0 km,Boz,"Offroader / SUV, 5 qapı",2025,Robot,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Toyota,Land Cruiser,34800,USD,2013,4.0 L,282,Benzin,150 000 km,Ağ,"Offroader / SUV, 5 qapı",2013,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Land,Rover Discovery,36900,USD,2019,3.0 L,340,Benzin,55 000 km,Qara,"Offroader / SUV, 5 qapı",2019,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənib",Amerika,Bakı
BYD,Seal 05,23300,AZN,2025,1.5 L,290,Plug-in Hibrid,0 km,Ağ,Sedan,2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
BMW,530,25000,USD,2017,2.0 L,245,Benzin,192 000 km,Göy,Sedan,2017,Avtomat,Arxa,Xeyr,5,0,"Vuruğu yoxdur, rənglənib",Amerika,Gəncə
Nissan,X-Trail,17800,AZN,2010,2.5 L,170,Benzin,203 217 km,Ağ,"Offroader / SUV, 5 qapı",2010,Variator,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mazda,CX-9,18900,AZN,2009,3.7 L,277,Benzin,148 000 km,Göy,"Offroader / SUV, 5 qapı",2009,Avtomat,Tam,Xeyr,7,1,"Vuruğu yoxdur, rənglənməyib",,Bakı
LADA,(VAZ) Niva,12900,AZN,2013,1.7 L,132,Benzin,190 000 km,Ağ,"Offroader / SUV, 3 qapı",2013,Mexaniki,Tam,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rusiya,Ağcabədi
Lynk,& Co 900,84900,AZN,2025,1.5 L,721,Plug-in Hibrid,0 km,Göy,"Offroader / SUV, 5 qapı",2025,Reduktor,Tam,Bəli,6,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Kia,K7,34500,AZN,2016,2.2 L,202,Dizel,178 000 km,Qara,Sedan,2016,Avtomat,Ön,Xeyr,,1,"Vuruğu yoxdur, rənglənməyib",,Bakı
PAZ,32054,10000,AZN,2001,4.3 L,150,Dizel,50 000 km,Ağ,Avtobus,2001,Mexaniki,Arxa,Xeyr,8+,,"Vuruğu yoxdur, rənglənməyib",Digər,Şəmkir
Toyota,RAV4,33500,AZN,2016,2.0 L,180,Benzin,135 500 km,Ağ,"Offroader / SUV, 5 qapı",2016,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Ford,Transit,11800,AZN,1998,2.5 L,76,Dizel,250 000 km,Ağ,Furqon,1998,Mexaniki,Arxa,Xeyr,3,,"Vuruğu yoxdur, rənglənməyib",,Ağstafa
Daewoo,Nexia,3235,AZN,2005,1.5 L,90,Benzin,400 000 km,Ağ,Sedan,2005,Mexaniki,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Changan,Uni-Z,16300,USD,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
BMW,X5,58600,AZN,2017,3.0 L,306,Benzin,129 000 km,Boz,"Offroader / SUV, 5 qapı",2017,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Chevrolet,Equinox,20500,AZN,2019,1.5 L,170,Benzin,100 000 km,Qara,"Offroader / SUV, 5 qapı",2019,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Mitsubishi,Outlander,40000,AZN,2022,1.5 L,164,Hibrid,42 000 km,Ağ,"Offroader / SUV, 5 qapı",2022,Variator,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənib",Çin,Bakı
Volvo,XC90,82900,EUR,2025,2.0 L,455,Hibrid,0 km,Gümüşü,"Offroader / SUV, 5 qapı",2025,Avtomat,Tam,Bəli,7,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Toyota,Land Cruiser Prado,40500,AZN,2012,2.7 L,163,Benzin,159 400 km,Ağ,"Offroader / SUV, 5 qapı",2012,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
LADA,(VAZ) Niva,28800,AZN,2025,1.7 L,83,Benzin,3 000 km,Yaşıl,"Offroader / SUV, 3 qapı",2025,Mexaniki,Tam,Xeyr,4,,"Vuruğu yoxdur, rənglənməyib",Rusiya,Bakı
Hyundai,Mighty EX9,74500,AZN,2024,3.9 L,150,Dizel,0 km,Ağ,Yük maşını,2024,Mexaniki,Arxa,Bəli,3,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Mercedes,E 350 e,78436,EUR,2025,2.0 L,313,Plug-in Hibrid,0 km,Qara,Sedan,2025,Avtomat,Arxa,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
GWM,Tank 300,63900,AZN,2025,2.0 L,350,Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Avtomat,Tam,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mercedes,G 63 AMG,255000,USD,2022,4.0 L,585,Benzin,2 800 km,Göy,"Offroader / SUV, 5 qapı",2022,Avtomat,Tam,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Land,Rover Range Rover,34500,USD,2012,4.4 L,313,Dizel,275 380 km,Qara,"Offroader / SUV, 5 qapı",2012,Avtomat,Tam,Xeyr,5,2,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Kia,Sorento,29900,USD,2023,1.6 L,230,Hibrid,19 800 km,Yaş Asfalt,"Offroader / SUV, 5 qapı",2023,Avtomat,Tam,Xeyr,6,1,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Hyundai,Elantra,24500,AZN,2019,2.0 L,181,Benzin,77 900 km,Qırmızı,Sedan,2019,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Kia,Sorento,34900,AZN,2016,2.0 L,184,Dizel,210 000 km,Qara,"Offroader / SUV, 5 qapı",2016,Avtomat,Ön,Xeyr,,0,"Vuruğu yoxdur, rənglənməyib",Koreya,Bakı
Mercedes,E 220 d,20000,USD,2013,2.2 L,170,Dizel,227 000 km,Ağ,Sedan,2013,Avtomat,Arxa,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Hyundai,Accent,21500,AZN,2022,1.6 L,140,Benzin,83 686 km,Qara,Sedan,2022,Avtomat,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Mercedes,Sprinter 316,25500,AZN,2009,2.2 L,163,Dizel,203 826 km,Boz,Furqon,2009,Mexaniki,Arxa,Xeyr,2,2,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Land,Rover Discovery,36900,USD,2019,3.0 L,340,Benzin,55 000 km,Qara,"Offroader / SUV, 5 qapı",2019,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənib",Amerika,Bakı
BYD,Seal 05,23300,AZN,2025,1.5 L,290,Plug-in Hibrid,0 km,Ağ,Sedan,2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
BMW,530,25000,USD,2017,2.0 L,245,Benzin,192 000 km,Göy,Sedan,2017,Avtomat,Arxa,Xeyr,5,0,"Vuruğu yoxdur, rənglənib",Amerika,Gəncə
Nissan,X-Trail,17800,AZN,2010,2.5 L,170,Benzin,203 217 km,Ağ,"Offroader / SUV, 5 qapı",2010,Variator,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mazda,CX-9,18900,AZN,2009,3.7 L,277,Benzin,148 000 km,Göy,"Offroader / SUV, 5 qapı",2009,Avtomat,Tam,Xeyr,7,1,"Vuruğu yoxdur, rənglənməyib",,Bakı
LADA,(VAZ) Niva,12900,AZN,2013,1.7 L,132,Benzin,190 000 km,Ağ,"Offroader / SUV, 3 qapı",2013,Mexaniki,Tam,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rusiya,Ağcabədi
Lynk,& Co 900,84900,AZN,2025,1.5 L,721,Plug-in Hibrid,0 km,Göy,"Offroader / SUV, 5 qapı",2025,Reduktor,Tam,Bəli,6,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Kia,K7,34500,AZN,2016,2.2 L,202,Dizel,178 000 km,Qara,Sedan,2016,Avtomat,Ön,Xeyr,,1,"Vuruğu yoxdur, rənglənməyib",,Bakı
PAZ,32054,10000,AZN,2001,4.3 L,150,Dizel,50 000 km,Ağ,Avtobus,2001,Mexaniki,Arxa,Xeyr,8+,,"Vuruğu yoxdur, rənglənməyib",Digər,Şəmkir
Toyota,RAV4,33500,AZN,2016,2.0 L,180,Benzin,135 500 km,Ağ,"Offroader / SUV, 5 qapı",2016,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Ford,Transit,11800,AZN,1998,2.5 L,76,Dizel,250 000 km,Ağ,Furqon,1998,Mexaniki,Arxa,Xeyr,3,,"Vuruğu yoxdur, rənglənməyib",,Ağstafa
Daewoo,Nexia,3235,AZN,2005,1.5 L,90,Benzin,400 000 km,Ağ,Sedan,2005,Mexaniki,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Changan,Uni-Z,16300,USD,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
BMW,X5,58600,AZN,2017,3.0 L,306,Benzin,129 000 km,Boz,"Offroader / SUV, 5 qapı",2017,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Chevrolet,Equinox,20500,AZN,2019,1.5 L,170,Benzin,100 000 km,Qara,"Offroader / SUV, 5 qapı",2019,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Mitsubishi,Outlander,40000,AZN,2022,1.5 L,164,Hibrid,42 000 km,Ağ,"Offroader / SUV, 5 qapı",2022,Variator,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənib",Çin,Bakı
Volvo,XC90,82900,EUR,2025,2.0 L,455,Hibrid,0 km,Gümüşü,"Offroader / SUV, 5 qapı",2025,Avtomat,Tam,Bəli,7,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Toyota,Land Cruiser Prado,40500,AZN,2012,2.7 L,163,Benzin,159 400 km,Ağ,"Offroader / SUV, 5 qapı",2012,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Ford,Fusion (North America),19500,AZN,2017,1.5 L,184,Benzin,159 000 km,Qara,Sedan,2017,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Hyundai,Grandeur,28700,AZN,2015,2.2 L,202,Dizel,190 000 km,Qara,Sedan,2015,Avtomat,Ön,Xeyr,,,"Vuruğu yoxdur, rənglənməyib",Koreya,Gəncə
Toyota,Land Cruiser Prado,41500,AZN,2012,2.7 L,163,Benzin,139 000 km,Ağ,"Offroader / SUV, 5 qapı",2012,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Nissan,Tiida,14500,AZN,2013,1.6 L,110,Benzin,88 500 km,Qızılı,Sedan,2013,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Yaponiya,Qusar
Toyota,Camry,32500,USD,2025,2.0 L,197,Hibrid,0 km,Qara,Sedan,2025,Variator,Ön,Bəli,5,1,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Toyota,C-HR,33900,USD,2024,2.0 L,197,Hibrid,0 km,Qırmızı,"Offroader / SUV, 5 qapı",2024,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Toyota,Camry,36500,USD,2025,2.0 L,197,Hibrid,0 km,Qara,Sedan,2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Nissan,Note,16100,AZN,2019,1.2 L,98,Benzin,31 600 km,Açıq yaşıl,"Hetçbek, 5 qapı",2019,Variator,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənməyib",,Bakı
Toyota,Frontlander,40000,AZN,2025,2.0 L,197,Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
BMW,X5,31500,AZN,2010,3.0 L,306,Benzin,231 000 km,Ağ,"Offroader / SUV, 5 qapı",2010,Avtomat,Tam,Xeyr,7,2,"Vuruğu yoxdur, rənglənməyib",Dubay,Bakı
Chevrolet,Cruze,12000,AZN,2019,1.4 L,153,Benzin,153 000 km,Ağ,Sedan,2019,Avtomat,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Toyota,RAV4,27500,USD,2021,2.0 L,175,Benzin,94 000 km,Ağ,"Offroader / SUV, 5 qapı",2021,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
BMW,X5,18800,AZN,2006,4.8 L,360,Benzin,228 000 km,Qara,"Offroader / SUV, 5 qapı",2006,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Changan,Qiyuan Q05,29300,AZN,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
Mercedes,E 300,37300,USD,2019,2.0 L,245,Benzin,86 000 km,Qara,Sedan,2019,Avtomat,Arxa,Xeyr,4,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Toyota,Prius,12800,AZN,2008,1.5 L,76,Hibrid,347 618 km,Gümüşü,Liftbek,2008,Variator,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
BMW,530,25000,USD,2017,2.0 L,245,Benzin,192 000 km,Göy,Sedan,2017,Avtomat,Arxa,Xeyr,5,0,"Vuruğu yoxdur, rənglənib",Amerika,Gəncə
Nissan,X-Trail,17800,AZN,2010,2.5 L,170,Benzin,203 217 km,Ağ,"Offroader / SUV, 5 qapı",2010,Variator,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Mazda,CX-9,18900,AZN,2009,3.7 L,277,Benzin,148 000 km,Göy,"Offroader / SUV, 5 qapı",2009,Avtomat,Tam,Xeyr,7,1,"Vuruğu yoxdur, rənglənməyib",,Bakı
LADA,(VAZ) Niva,12900,AZN,2013,1.7 L,132,Benzin,190 000 km,Ağ,"Offroader / SUV, 3 qapı",2013,Mexaniki,Tam,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rusiya,Ağcabədi
Lynk,& Co 900,84900,AZN,2025,1.5 L,721,Plug-in Hibrid,0 km,Göy,"Offroader / SUV, 5 qapı",2025,Reduktor,Tam,Bəli,6,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Kia,K7,34500,AZN,2016,2.2 L,202,Dizel,178 000 km,Qara,Sedan,2016,Avtomat,Ön,Xeyr,,1,"Vuruğu yoxdur, rənglənməyib",,Bakı
PAZ,32054,10000,AZN,2001,4.3 L,150,Dizel,50 000 km,Ağ,Avtobus,2001,Mexaniki,Arxa,Xeyr,8+,,"Vuruğu yoxdur, rənglənməyib",Digər,Şəmkir
Toyota,RAV4,33500,AZN,2016,2.0 L,180,Benzin,135 500 km,Ağ,"Offroader / SUV, 5 qapı",2016,Avtomat,Ön,Xeyr,5,0,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
Ford,Transit,11800,AZN,1998,2.5 L,76,Dizel,250 000 km,Ağ,Furqon,1998,Mexaniki,Arxa,Xeyr,3,,"Vuruğu yoxdur, rənglənməyib",,Ağstafa
Daewoo,Nexia,3235,AZN,2005,1.5 L,90,Benzin,400 000 km,Ağ,Sedan,2005,Mexaniki,Ön,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Changan,Uni-Z,16300,USD,2025,1.5 L,215,Plug-in Hibrid,0 km,Ağ,"Offroader / SUV, 5 qapı",2025,Variator,Ön,Bəli,5,0,"Vuruğu yoxdur, rənglənməyib",Çin,Bakı
BMW,X5,58600,AZN,2017,3.0 L,306,Benzin,129 000 km,Boz,"Offroader / SUV, 5 qapı",2017,Avtomat,Arxa,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",,Bakı
Chevrolet,Equinox,20500,AZN,2019,1.5 L,170,Benzin,100 000 km,Qara,"Offroader / SUV, 5 qapı",2019,Avtomat,Tam,Xeyr,5,,"Vuruğu yoxdur, rənglənməyib",Amerika,Bakı
Mitsubishi,Outlander,40000,AZN,2022,1.5 L,164,Hibrid,42 000 km,Ağ,"Offroader / SUV, 5 qapı",2022,Variator,Ön,Xeyr,5,1,"Vuruğu yoxdur, rənglənib",Çin,Bakı
Volvo,XC90,82900,EUR,2025,2.0 L,455,Hibrid,0 km,Gümüşü,"Offroader / SUV, 5 qapı",2025,Avtomat,Tam,Bəli,7,,"Vuruğu yoxdur, rənglənməyib",Avropa,Bakı
Toyota,Land Cruiser Prado,40500,AZN,2012,2.7 L,163,Benzin,159 400 km,Ağ,"Offroader / SUV, 5 qapı",2012,Avtomat,Tam,Xeyr,7,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,Bakı
